,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,jpg_url,predicted_breed
208,829374341691346946,2017-02-08 17:00:26 +0000,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere,13,10,Astrid,10518,37645,https://pbs.twimg.com/media/CVknUTlVEAARjU5.jpg,newfoundland
209,829011960981237760,2017-02-07 17:00:28 +0000,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home,13,10,Dexter,18290,57546,https://pbs.twimg.com/media/CVlOy3pW4AQ9H1K.jpg,bull mastiff
210,828770345708580865,2017-02-07 01:00:22 +0000,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus,13,10,Alfie,6623,27773,https://pbs.twimg.com/media/CVlkid8WoAAqDlB.jpg,samoyed
211,828708714936930305,2017-02-06 20:55:28 +0000,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet,10,10,Fiona,12640,39783,https://pbs.twimg.com/media/CVlqi_AXIAASlcD.jpg,pekinese
213,828409743546925057,2017-02-06 01:07:28 +0000,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup!,12,10,Mutt,1289,6832,https://pbs.twimg.com/media/CVltNgxWEAA5sCJ.jpg,chesapeake bay retriever
214,828376505180889089,2017-02-05 22:55:23 +0000,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well",13,10,Beebop,1195,8029,https://pbs.twimg.com/media/CVl7u00WcAAufzR.jpg,shih-tzu
215,828372645993398273,2017-02-05 22:40:03 +0000,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10,12,10,Alexander,3290,13604,https://pbs.twimg.com/media/CVl8_EPWoAAcuSC.jpg,german short-haired pointer
217,828046555563323392,2017-02-05 01:04:17 +0000,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10,13,10,Sailer,3210,12801,https://pbs.twimg.com/media/CVl_qbjW4AA8Mam.jpg,chihuahua
219,827653905312006145,2017-02-03 23:04:02 +0000,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats,12,10,Boots,3376,16793,https://pbs.twimg.com/media/CVoha_IU4AAZ7vi.jpg,brabancon griffon
220,827199976799354881,2017-02-02 17:00:17 +0000,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie,13,10,Charlie,2525,11527,https://pbs.twimg.com/media/CVpgPGwWoAEV7gG.jpg,pug
221,826848821049180160,2017-02-01 17:44:55 +0000,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af,13,10,Cupid,11616,39823,https://pbs.twimg.com/media/CVqUgTIUAAUA8Jr.jpg,pembroke
222,826598365270007810,2017-02-01 01:09:42 +0000,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life,13,10,Pawnd,2653,10978,https://pbs.twimg.com/media/CVqoPslWEAEk7EC.jpg,toy poodle
223,826476773533745153,2017-01-31 17:06:32 +0000,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10,12,10,Pilot,4735,20052,https://pbs.twimg.com/media/CVqqMtiVEAEye_L.jpg,eskimo dog
225,826115272272650244,2017-01-30 17:10:04 +0000,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy,13,10,Ike,3542,17089,https://pbs.twimg.com/media/CVq2UHwWEAAduMw.jpg,shih-tzu
226,825876512159186944,2017-01-30 01:21:19 +0000,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer,11,10,Mo,2109,11383,https://pbs.twimg.com/media/CVq3zAaWwAA8vpk.jpg,cardigan
228,825147591692263424,2017-01-28 01:04:51 +0000,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10,13,10,Sweet,5166,19960,https://pbs.twimg.com/media/CVrSxy7WsAAFD2F.jpg,pomeranian
230,824775126675836928,2017-01-27 00:24:48 +0000,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling,12,10,Scooter,3988,16319,https://pbs.twimg.com/media/CVt8OmIWIAAbxvJ.jpg,pug
231,824663926340194305,2017-01-26 17:02:56 +0000,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho,13,10,Wilson,1959,10977,https://pbs.twimg.com/media/CVt-SeMWwAAs9HH.jpg,german shepherd
233,823699002998870016,2017-01-24 01:08:40 +0000,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10,12,10,Winston,2726,13688,https://pbs.twimg.com/media/CVwCdCFW4AUHY4D.jpg,chihuahua
234,823581115634085888,2017-01-23 17:20:14 +0000,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat,11,10,Crawford,2994,14222,https://pbs.twimg.com/media/CVwHgblWcAACWOD.jpg,golden retriever
235,823322678127919110,2017-01-23 00:13:17 +0000,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with,11,10,Wyatt,4554,17209,https://pbs.twimg.com/media/CVweVUfW4AACPwI.jpg,brabancon griffon
237,822859134160621569,2017-01-21 17:31:20 +0000,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10,12,10,Hobbes,2582,14426,https://pbs.twimg.com/media/CVzRXmXWIAA0Fkr.jpg,soccer ball
238,822489057087389700,2017-01-20 17:00:46 +0000,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10,13,10,Paisley,7251,19848,https://pbs.twimg.com/media/CVzpUGUWUAAo7Vn.jpg,malamute
240,821886076407029760,2017-01-19 01:04:45 +0000,This is Jimison. He was just called a good boy. 13/10,13,10,Jimison,2647,12422,https://pbs.twimg.com/media/CV0rL7RWEAAbhqm.jpg,bernese mountain dog
241,821522889702862852,2017-01-18 01:01:34 +0000,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself,13,10,Harlso,2000,8761,https://pbs.twimg.com/media/CV0_BSuWIAIvE9k.jpg,samoyed
242,821407182352777218,2017-01-17 17:21:47 +0000,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance),14,10,Sundance,4952,12916,https://pbs.twimg.com/media/CV1HztsWoAAuZwo.jpg,chihuahua
243,821149554670182400,2017-01-17 00:18:04 +0000,This is Luca. He got caught howling. H*ckin embarrassed. 12/10,12,10,Luca,2278,9574,https://pbs.twimg.com/media/CV1Um8vWIAAmhQn.jpg,miniature poodle
245,821044531881721856,2017-01-16 17:20:45 +0000,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor,12,10,Flash,2589,13855,https://pbs.twimg.com/media/CV1ZA3oWEAA1HW_.jpg,giant schnauzer
250,819952236453363712,2017-01-13 17:00:21 +0000,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K",13,10,Oliver,1339,5840,https://pbs.twimg.com/media/CV56f54WsAEv4kJ.jpg,labrador retriever
251,819588359383371776,2017-01-12 16:54:26 +0000,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy,13,10,Jazzy,2232,10475,https://pbs.twimg.com/media/CV6ZOPqWsAA20Uj.jpg,labrador retriever
254,819227688460238848,2017-01-11 17:01:16 +0000,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to,12,10,Finn,7591,25326,https://pbs.twimg.com/media/CV6czeEWEAEdChp.jpg,chow
255,819006400881917954,2017-01-11 02:21:57 +0000,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet,14,10,Sunny,21407,49367,https://pbs.twimg.com/media/CV9EvZNUwAAgLCK.jpg,pembroke
256,819004803107983360,2017-01-11 02:15:36 +0000,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet,14,10,Bo,41478,94392,https://pbs.twimg.com/media/CV9SrABU4AQI46z.jpg,borzoi
258,818614493328580609,2017-01-10 00:24:38 +0000,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly,12,10,Bear,2928,10822,https://pbs.twimg.com/media/CV9nd30XAAAEba5.jpg,chihuahua
259,818259473185828864,2017-01-09 00:53:55 +0000,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10,12,10,Florence,2581,12055,https://pbs.twimg.com/media/CV_ZAhcUkAUeKtZ.jpg,vizsla
261,817827839487737858,2017-01-07 20:18:46 +0000,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt),13,10,Buddy,30786,56933,https://pbs.twimg.com/media/CV_wCh8W4AEWWZ9.jpg,cocker spaniel
262,817777686764523521,2017-01-07 16:59:28 +0000,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo)",13,10,Dido,3031,11753,https://pbs.twimg.com/media/CV_4ShmUYAA3wNu.jpg,pembroke
265,817171292965273600,2017-01-06 00:49:53 +0000,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy,13,10,Tebow,2282,9573,https://pbs.twimg.com/media/CWDbv2yU4AARfeH.jpg,maltese dog
267,817056546584727552,2017-01-05 17:13:55 +0000,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10,11,10,Chloe,1882,9406,https://pbs.twimg.com/media/CWD_jQMWEAAdYwH.jpg,basset
268,816816676327063552,2017-01-05 01:20:46 +0000,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber,12,10,Timber,2320,10953,https://pbs.twimg.com/media/CWEWClfW4AAnqhG.jpg,pug
269,816697700272001025,2017-01-04 17:27:59 +0000,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well,12,10,Binky,2496,10774,https://pbs.twimg.com/media/CWEcxqWVEAAHyGH.jpg,labrador retriever
271,816091915477250048,2017-01-03 01:20:49 +0000,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well,12,10,Comet,2452,9799,https://pbs.twimg.com/media/CWE85snWIAEG5ES.jpg,west highland white terrier
273,815736392542261248,2017-01-02 01:48:06 +0000,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday,11,10,Akumi,2578,10800,https://pbs.twimg.com/media/CWIngp5WEAAJOy3.jpg,irish water spaniel
274,815639385530101762,2017-01-01 19:22:38 +0000,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm,12,10,Titan,1875,9047,https://pbs.twimg.com/media/CWJQ4UmWoAIJ29t.jpg,chihuahua
275,814638523311648768,2016-12-30 01:05:33 +0000,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop,12,10,Olivia,3080,12385,https://pbs.twimg.com/media/CWJ6Sc-WwAAlpI6.jpg,french bulldog
276,814530161257443328,2016-12-29 17:54:58 +0000,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well,12,10,Alf,2111,9531,https://pbs.twimg.com/media/CWMqV7WUYAEEClG.jpg,golden retriever
277,814153002265309185,2016-12-28 16:56:16 +0000,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning,12,10,Oshie,9908,31604,https://pbs.twimg.com/media/CWMyl9EWUAAnZJ0.jpg,maltese dog
278,813910438903693312,2016-12-28 00:52:25 +0000,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist,11,10,Chubbs,2147,10216,https://pbs.twimg.com/media/CWNl3S9WcAARN34.jpg,pug
282,813172488309972993,2016-12-26 00:00:03 +0000,This is Eleanor. She winks like she knows many things that you don't. 12/10,12,10,Eleanor,2192,10269,https://pbs.twimg.com/media/CWPKSGpWcAQN6mw.jpg,loafer
285,813096984823349248,2016-12-25 19:00:02 +0000,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him,11,10,Rocky,4127,11552,https://pbs.twimg.com/media/CWSN-vaXAAA8Ehr.jpg,great pyrenees
286,813081950185472002,2016-12-25 18:00:17 +0000,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly,11,10,Baron,3155,10857,https://pbs.twimg.com/media/CWS0q8iU8AE2Srr.jpg,chesapeake bay retriever
287,813051746834595840,2016-12-25 16:00:16 +0000,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy,13,10,Bauer,8335,23021,https://pbs.twimg.com/media/CWT2MUgWIAECWig.jpg,chesapeake bay retriever
289,812466873996607488,2016-12-24 01:16:12 +0000,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable,12,10,Mary,2192,8803,https://pbs.twimg.com/ext_tw_video_thumb/676957802976419840/pu/img/dCj-qlXo73A5hf6Q.jpg,labrador retriever
290,812372279581671427,2016-12-23 19:00:19 +0000,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af,13,10,Moe,4187,15059,https://pbs.twimg.com/media/CWUZpydWcAAeipD.jpg,malamute
292,811627233043480576,2016-12-21 17:39:46 +0000,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet,10,10,Augie,3583,14100,https://pbs.twimg.com/media/CWZBsjPWsAAZFFl.jpg,japanese spaniel
293,811386762094317568,2016-12-21 01:44:13 +0000,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him,11,10,Craig,7296,22992,https://pbs.twimg.com/media/CWZOOIUW4AAQrX_.jpg,blenheim spaniel
294,810896069567610880,2016-12-19 17:14:23 +0000,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine",11,10,Hunter,2044,9974,https://pbs.twimg.com/media/CWZdaGxXAAAjGjb.jpg,beagle
295,810657578271330305,2016-12-19 01:26:42 +0000,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue,11,10,Pavlov,3009,12061,https://pbs.twimg.com/media/CWZgPPUWUAAUOvu.jpg,lakeland terrier
296,810284430598270976,2016-12-18 00:43:57 +0000,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil,13,10,Phil,13081,39110,https://pbs.twimg.com/media/CWcSAI-WUAAOB9W.jpg,staffordshire bullterrier
297,810254108431155201,2016-12-17 22:43:27 +0000,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet",12,10,Gus,3831,16177,https://pbs.twimg.com/media/CWciPonWEAUOqLD.jpg,american staffordshire terrier
299,809220051211603969,2016-12-15 02:14:29 +0000,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately,12,10,Kyro,6423,21958,https://pbs.twimg.com/ext_tw_video_thumb/677644010865999872/pu/img/zVHEMYnJKzq1SauT.jpg,chihuahua
300,808838249661788160,2016-12-14 00:57:20 +0000,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible,13,10,Ito,3464,11126,https://pbs.twimg.com/media/CWeU5LBWEAA8F0J.jpg,maltese dog
302,808501579447930884,2016-12-13 02:39:32 +0000,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10,12,10,Koda,2956,12434,https://pbs.twimg.com/media/CWerGmOXAAAm6NY.jpg,shih-tzu
303,808344865868283904,2016-12-12 16:16:49 +0000,This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10,11,10,Seamus,23654,46736,https://pbs.twimg.com/media/CWesj06W4AAIKl8.jpg,siberian husky
305,808001312164028416,2016-12-11 17:31:39 +0000,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester,12,10,Cooper,4022,13840,https://pbs.twimg.com/media/CWhzTbzWUAAEAUN.jpg,eskimo dog
306,807621403335917568,2016-12-10 16:22:02 +0000,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie,14,10,Ollie,4198,16055,https://pbs.twimg.com/media/CWjQm5gXAAA9GkD.jpg,miniature pinscher
307,807106840509214720,2016-12-09 06:17:20 +0000,This is Stephan. He just wants to help. 13/10 such a good boy,13,10,Stephan,61890,123884,https://pbs.twimg.com/media/CWmlvxJU4AEAqaN.jpg,chihuahua
308,807010152071229440,2016-12-08 23:53:08 +0000,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop,12,10,Lennon,4345,14357,https://pbs.twimg.com/media/CWntoDVWcAEl3NB.jpg,norfolk terrier
311,806542213899489280,2016-12-07 16:53:43 +0000,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af,11,10,Waffles,2714,11245,https://pbs.twimg.com/media/CWomSU_XIAAUYiK.jpg,pembroke
313,805932879469572096,2016-12-06 00:32:26 +0000,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10,12,10,Major,2168,9097,https://pbs.twimg.com/media/CWpTLOYWsAEDhcU.jpg,staffordshire bullterrier
314,805826884734976000,2016-12-05 17:31:15 +0000,This is Duke. He is not a fan of the pupporazzi. 12/10,12,10,Duke,2089,7255,https://pbs.twimg.com/media/CWsGnyMVEAAM1Y1.jpg,labrador retriever
316,805207613751304193,2016-12-04 00:30:29 +0000,This is Shooter. He's doing quite the snowy zoom. 12/10,12,10,Shooter,1929,8577,https://pbs.twimg.com/media/CWt0ubZWcAAkFER.jpg,irish terrier
318,804026241225523202,2016-11-30 18:16:08 +0000,This is Bo. He's going to make me cry. 13/10 please get off the bus for him Carly,13,10,Bo,18546,49190,https://pbs.twimg.com/media/CWuVQSLW4AAI3w9.jpg,labrador retriever
319,803773340896923648,2016-11-30 01:31:12 +0000,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry,12,10,Diogi,3156,11081,https://pbs.twimg.com/media/CWwu6OLUkAEo3gq.jpg,labrador retriever
320,803276597545603072,2016-11-28 16:37:19 +0000,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck,11,10,Winston,2821,11076,https://pbs.twimg.com/media/CWzDWOkXAAAP0k7.jpg,scottish deerhound
321,802952499103731712,2016-11-27 19:09:28 +0000,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist,12,10,Marley,2288,9967,https://pbs.twimg.com/media/CWzSMmAWsAAyB1u.jpg,italian greyhound
322,802600418706604034,2016-11-26 19:50:26 +0000,This is Bailey. She has mastered the head tilt. 11/10 rather h*ckin adorable,11,10,Bailey,1678,7863,https://pbs.twimg.com/media/CW3v1KxW8AAIOuy.jpg,toy poodle
323,802572683846291456,2016-11-26 18:00:13 +0000,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution,12,10,Winnie,2869,9855,https://pbs.twimg.com/media/CW37xZbUoAAUXe5.jpg,maltese dog
324,801958328846974976,2016-11-25 01:18:59 +0000,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly,12,10,Ronnie,1953,8506,https://pbs.twimg.com/media/CW7bkW6WQAAksgB.jpg,boxer
325,801538201127157760,2016-11-23 21:29:33 +0000,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace,12,10,Wallace,2350,9035,https://pbs.twimg.com/media/CW7oelWWcAAhyzz.jpg,french bulldog
327,801167903437357056,2016-11-22 20:58:07 +0000,This is Milo. I would do terrible things for Milo. 13/10,13,10,Milo,6822,27055,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,chihuahua
329,800388270626521089,2016-11-20 17:20:08 +0000,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer,12,10,Doc,3194,12305,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg,pug
330,800141422401830912,2016-11-20 00:59:15 +0000,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10,13,10,Peaches,2926,16899,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,miniature poodle
332,799757965289017345,2016-11-18 23:35:32 +0000,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back,13,10,Sobe,2466,9285,https://pbs.twimg.com/media/CXCGVXyWsAAAVHE.jpg,brittany spaniel
333,799063482566066176,2016-11-17 01:35:54 +0000,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish,11,10,Mister,2812,8944,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,lakeland terrier
334,798933969379225600,2016-11-16 17:01:16 +0000,This is Iroh. He's in a predicament. 12/10 someone help him,12,10,Iroh,5114,14541,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,kuvasz
335,798925684722855936,2016-11-16 16:28:21 +0000,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow,11,10,Shadow,1639,8191,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,chihuahua
337,797545162159308800,2016-11-12 21:02:38 +0000,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately,12,10,Cassie,5541,16022,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,saint bernard
338,797236660651966464,2016-11-12 00:36:46 +0000,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser,12,10,Pancake,7576,22078,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,lhasa
341,796387464403357696,2016-11-09 16:22:22 +0000,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well,12,10,Snicku,4757,12175,https://pbs.twimg.com/media/CXW4wGHWsAE_eBD.jpg,pomeranian
342,796149749086875649,2016-11-09 00:37:46 +0000,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby,11,10,Ruby,16355,35762,https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,toy poodle
345,796031486298386433,2016-11-08 16:47:50 +0000,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful,13,10,Daisy,4225,11927,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,schipperke
346,794332329137291264,2016-11-04 00:15:59 +0000,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy,12,10,Nimbus,3027,10567,https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,vizsla
347,793962221541933056,2016-11-02 23:45:19 +0000,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly,12,10,Maximus,5597,18636,https://pbs.twimg.com/media/CXh5_dDWQAIbU-J.jpg,whippet
348,793845145112371200,2016-11-02 16:00:06 +0000,This is Clark. He was just caught wearing pants. 13/10 game-changing af,13,10,Clark,2145,10173,https://pbs.twimg.com/media/CXk4W0qWYAMEMEs.jpg,english springer
349,793500921481273345,2016-11-01 17:12:16 +0000,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10,12,10,Fiona,2724,11807,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,english setter
351,793226087023144960,2016-10-31 23:00:11 +0000,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10",11,10,Juno,3279,10867,https://pbs.twimg.com/media/CXrawAhWkAAWSxC.jpg,golden retriever
352,793210959003287553,2016-10-31 22:00:04 +0000,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution,10,10,Maude,3233,9873,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,cocker spaniel
354,793180763617361921,2016-10-31 20:00:05 +0000,This is Newt. He's a strawberry. 11/10,11,10,Newt,2266,7641,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,pembroke
355,793165685325201412,2016-10-31 19:00:10 +0000,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on,12,10,Benji,3184,10379,https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,french bulldog
356,793150605191548928,2016-10-31 18:00:14 +0000,This is Nida. She's a free elf. Waited so long for this day. 11/10,11,10,Nida,1956,6815,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,lakeland terrier
358,793120401413079041,2016-10-31 16:00:13 +0000,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort",11,10,Robin,4476,14017,https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,keeshond
360,792883833364439040,2016-10-31 00:20:11 +0000,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10,12,10,Bailey,4884,12503,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,pembroke
361,792773781206999040,2016-10-30 17:02:53 +0000,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug,12,10,Monster,1924,8110,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,miniature pinscher
363,792050063153438720,2016-10-28 17:07:05 +0000,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10,11,10,Remus,2053,7936,https://pbs.twimg.com/ext_tw_video_thumb/683834825250320385/pu/img/yZdrqMlyky4KGOu6.jpg,maltese dog
366,791312159183634433,2016-10-26 16:14:55 +0000,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket,12,10,Mabel,2905,9714,https://pbs.twimg.com/media/CX66EiJWkAAVjA-.jpg,kelpie
367,790946055508652032,2016-10-25 16:00:09 +0000,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af,12,10,Betty,5381,18343,https://pbs.twimg.com/media/CX7Y_ByWwAEJdUy.jpg,soft-coated wheaten terrier
368,790698755171364864,2016-10-24 23:37:28 +0000,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby,12,10,Mosby,2170,9067,https://pbs.twimg.com/media/CX7qIcdWcAELJ7N.jpg,pembroke
369,790581949425475584,2016-10-24 15:53:19 +0000,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary,11,10,Duke,8178,22847,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,labrador retriever
371,790277117346975746,2016-10-23 19:42:02 +0000,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce,11,10,Bruce,3677,13874,https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,chihuahua
372,789986466051088384,2016-10-23 00:27:05 +0000,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10,12,10,Happy,2654,10248,https://pbs.twimg.com/media/CYAra7JWsAACPZH.jpg,weimaraner
373,789628658055020548,2016-10-22 00:45:17 +0000,This is Eli. He can fly. 13/10 magical af,13,10,Eli,2037,8335,https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,pembroke
374,789599242079838210,2016-10-21 22:48:24 +0000,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af,12,10,Brownie,2225,7518,https://pbs.twimg.com/media/CYFOP6cWEAAWp-k.jpg,shopping cart
